ICO_name,Sinonym1,Sinonym2,Sinonym3,Sinonym4,Sinonym5,Sinonym6
BioCoin,biocoin.bio,biocoin,,,BioCoin,
BioFactoryCoin,biofactorycoin.com,,,,,
Biometrids,biometrids.io,,,,,
Bionic,bionic-coin.io,bionic,,,Bionic,
BioNT,biotechintel.com,,,,,
BioPayCoin,biopaycoin.com,,,,,
Bioritmai,bioritmai.com,,,,,
Biotor Biomass,biotor.nl,,,,,
Biotron,biotron.io,biotron,,,Biotron,
BipCoin,bipcoin.org,,,,,
Birake,birake.com,birake,,,Birake,
BIRC,birc.io,,,,,
Birdchain,birdchain.io,,,,,
Birds,birdscoin.com,birdscoin,,,,
Bismuth,bismuth.cz,,,,,
Bit Life and Trust,bitlifeandtrust.com,,,,,
Bit-learn,bit-learn.com,,,,,
Bit-Z Token,bitz.com,bitz,,,,
BIT.GAME,bit.game,,,,,
Bit.Team,token.bit.team,,,,,
Bit20,bittwenty.com,bittwenty,,,,
Bitacium,bitacium.io,,,,,
Bitair,bitair.io,,,,,
Bitarq,bitarq.io,,,,,
BitAsean,bitasean.org,,,,,
BitBar,bitbar.co,,,,,
BitBase,bitbase.io,bitbase,,,Bitbase,
BitBay,bitbay.market,,,,,
Bitbibe,bitbibe.io,,,,,
Bitblocks,bitblocksproject.com,bitblocksproject,,,,
Bitbon System,bitbon.space,,,,,
BitBoost,bitboost.net,,,,,
BitBose,bitbose.com,,,,,
BitBounce,bitbounce.com,Credo,,,Credo,
bitBTC,,bitbtc,,,,
BitCab,bitcab.io,,,,,
Bitcache,bitcache.com,,,,,
BitCAD,bitcad.me,,,,,
Bitcademy Football,bitcademy.io,,,,,
BitCanna,bitcanna.io,,,,,
BitCapitalVendor,bitcv.com,bitcv,,,,
BITCAPTERA,bitcaptera.io,,,,,
BitCar,bitcar.io,,,,,
BitCashConnect,bitcashconnect.io,,,,,
BitCheke,bitcheke.io,,,,,
BitChord,bitchord.io,,,,,
BitClassic,bitclassic.org,,,,,
BitClave,bitclave.com,bitclave,,,BitClave,
Bitcloud,bit-cloud.info,bit-cloud,,,,
bitCNY,,,,,,
BitCoal,bitcoal.io,,,,,
BitCoen,bitcoen.io,bitcoen,,,BitCoen,
Bitcoiin 2Gen,bitcoiin.com,,,,,
Bitcoin,bitcoin.org,,,,,
Bitcoin 21,bitcoin-21.com,bitcoin-21,,,,
Bitcoin Adult,bitcoin-adult.com,bitcoin-adult,,,,
Bitcoin ATM Project,bitcoinatmproject.com,,,,,
Bitcoin Atom,bitcoinatom.io,bitcoinatom,,,,
Bitcoin Cash,bitcoincash.org,bitcoincash,,,,
Bitcoin Crown,bitcoincrowncoin.com,,,,,
Bitcoin Diamond,btcd.io,btcd,,,,
Bitcoin Fast,bitcoinfast.co,bitcoinfast,,,,
Bitcoin File,bitcoinfile.org,bitcoinfile,,,,
Bitcoin God,bitcoingod.org,bitcoingod,,,,
Bitcoin Gold,bitcoingold.org,bitcoingold,,,,
Bitcoin Green,savebitcoin.io,savebitcoin,,,,
BitCoin Ichip,bitcoinichip.com,,,,,
Bitcoin Incognito,bitcoinincognito.org,bitcoinincognito,,,,
Bitcoin Instant,bitcoinstant.org,bitcoinstant,,,,
Bitcoin Interest,bitcoininterest.io,bitcoininterest,,,,
Bitcoin Masternode,btmn.io,,,,,
BitCoin One,bitcoinone.io,bitcoinone,,,,
Bitcoin Planet,bitcoin-planet.net,bitcoin-planet,,,,
Bitcoin Plus,bitcoinplus.org,bitcoinplus,,,,
Bitcoin Private,btcprivate.org,btcprivate,,,,
Bitcoin Red,,,,,,
Bitcoin Scrypt,bitcoinscrypt.io,bitcoinscrypt,,,,
Bitcoin Token,btk.community,btk,,,,
Bitcoin W Spectrum,bitcoinwspectrum.com,bitcoinwspectrum,,,,
BitCoinage,bitcoinage.io,,,,,
BitcoinBing,bitcoinbing.io,,,,,
BitcoinDark,bitcoindark.com,,,,,
BitcoiNote,bitcoinote.org,,,,,
BITCOINUS,bitcoinus.io,bitcoinus,,,Bitcoinus,
BitcoinX,bcx.org,bcx,,,,
BitcoinZ,btcz.rocks,btcz,,,,
Bitcomo,bitcomo.com,,,,,
BitConnect,bitconnect.co,,,,,
BitConscious Foundation,bitconscious.org,,,,,
Bitcore,bitcore.cc,,,,,
BitCQR,bitcqr.io,,,,,
BitCryptoNews,bitcryptonews.ru,,,,,
BitCrystals,bitcrystals.com,bitcrystals,,,Bitcrystals,
BITCUB,bitcub.net,,,,,
Bitcurrency,,,,,,
Bitdeal,bitdeal.co.in,,,,,
BitDegree,bitdegree.org,bitdegree,,,BitDegree,
Bitdepositary,bitdepositary.io,,,,,
BitDice,ico.bitdice.me,bitdice,,,BitDice,
Bitdollar Fund,bitdollarico.com,,,,,
BitDouble,ico.bitdouble.casino,,,,,
BitDraw,bitdraw.online,,,,,
Bitdrive,bitdrive.tech,,,,,
BiteCoin Network,BiteCoin,,,,,
BitEsprit,bitesprit.com,,,,,
Bitether,bitether.org,,,,,
Biteum,biteum.net,,,,,
bitEUR,,biteur,,,,
BiteX,ico.bitex.global,,,,,
BitF,bitf.cc,,,,,
Bitfair,bitfair.com,,,,,
BitFence,bitfence.io,,,,,
BitFerry,bitferry.io,,,,,
BitFex Trade,ico.bitfex.trade,,,,,
Bitfinite,bitfinite.co,,,,,
BitForex,bitforex.com,,,,,
Bitfort,bitfort.co,,,,,
BitGame Cash,bitgamecash.io,,,,,
Bitgirls,bitgirls.io,,,,,
bitGold,,bitgold,,,,
BitGuild,bitguild.io,,,,,
Bithemoth,bithemoth.com,,,,,
BitherCash,bithercash.com,,,,,
Bitheum,bitheum.io,,,,,
Bithium,bithium.org,,,,,
Bithostcoin,bithostcoin.io,,,,,
BitHub,bithubhq.com,,,,,
Bitibu,bitibu.com,,,,,
Bitilluminati,bitilluminati.com,,,,,
BitImage,bitimage.io,,,,,
BitIndia,blockonix.com,,,,,
Bitjob,bitjob.io,student-coin,,,bitJob,
BitKan,kan.land,kan,,,,
BITLAB,bitlab479.wordpress.com,,,,,
BitleagueCoin,bitleaguecoin.com,,,,,
Bitlem Network,bitlem.network,,,,,
Bitlumens,bitlumens.com,,,,,
Bitmag,bitmag.eu,,,,,
Bitmark,bitmark.io,,,,,
Bitmart,bitmart.com,bitmart-token,,,BitMart Token,
Bitmax,bitmax.io,,,,,
BitMED,investor.bitmed.io,,,,,
Bitmillex,bitmillex.com,,,,,
Bitminer Factory,bitminerfactoryico.io,,,,,
BitMinutes,bitminutes.com,,,,,
BITMOND,bitmond.org,,,,,
Bitnation,tse.bitnation.co,bitnation,,,Bitnation,
BitNational,bitnational.com,,,,,
bitNatura,bit-natura.com,,,,,
BitNautic,bitnautic.io,,,,,
BITNET TOKEN,bitnettoken.org,,,,,
BitNewChain,btn.org,btn,,,,
Bitney,bitney.io,,,,,
Bitnxt Coin,bitnxt.net,,,,,
Bitok,bitok.online,,,,,
Bitok Dice,bitokdice.com,,,,,
Bitone Network,bitonenetwork.net,,,,,
Bitozz Exchange,bitozz.com,,,,,
Bitpaction,bitpaction.com,,,,,
Bitpark Coin,Bitpark,,,,,
BitPlay,bitplaytoken.com,,,,,
Bitplus Network,Bitplus,,,,,
Bitproperty,btptoken.io,,,,,
BitQuark,bitquark.info,,,,,
bitqy,bitqy.org,,,,,
BITRACE,bitrace-token.com,,,,,
Bitradio,bitrad.io,bitrad,,,,
BitRent,bitrent.io,bitrent,,,BitRent,
BitRewards,bitrewards.network,bitrewards,,,BitRewards,
Bitroad,bitroad.io,,,,,
Bitron,bitron.io,,,,,
BITRUST,bitrust.co.uk,,,,,
Bits Diamond,bitsdiamond.com,,,,,
Bits Digit,bitsdigit.com,,,,,
BitSchool,bitschool.io,,,,,
BitScreener,bitx.bitscreener.com,bitscreener-token,tokensale.bitscreener.com,,BitScreener Token,
BitSend,bitsend.info,,,,,
BitSerial,bitserial.io,,,,,
BitShares,bitshares.org,bitshares,,,BitShares,
BitShield,bitshieldtoken.co.uk,,,,,
bitSilver,,bitsilver,,,,
Bitsive Exchange,Bitsive,,,,,
Bitsleo,bitsleo.io,,,,,
Bitsmo,bitsmo.io,,,,,
BitSoar,bitsoar.com,,,,,
BitSoft Bay,bitsoftbay.com,,,,,
Bitsoko,bitsoko.io,,,,,
Bitsong,bitsong.io,,,,,
Bitspace,bit-space.io,bitspace,Bitspace,,Bitspace,
Bitspark (Zephyr),zephyr.bitspark.io,zephyr,,,Zephyr,
Bitstar,bitstarcoin.com,bitstarcoin,,,,
BitStash,bitstash.co,,,,,
BitStation,bitstation.co,,,,,
BitStump,bitstump.io,,,,,
Bitsum,bitsum.money,,,,,
Bitswift,bitswift.io,,,,,
Bitsync,bitsync.io,,,,,
BITTECH,ico.bittech.cn.com,,,,,
Bitto Exchange,bitto.tech,,,,,
Bittoch,bittoch.com,,,,,
Bittrace,bittrace.tech,,,,,
BitTube,coin.bit.tube,coin,,,,
Bittwatt,bittwatt.com,bittwatt,,,Bittwatt,
BitUP Token,bitup.com,bitup,,,,
bitUSD,,bitusd,,,,
Bitvolt,bitvolt.co,,,,,
Bitway,bitway.network,,,,,
BitWhite,bitwhite.org,,,,,
Bitwoex,bitwoex.com,,,,,
BITX,bitex.ai,,,,,
Bitxoxo,bitxoxo.exchange,,,,,
Bityond,bityond.com,,,,,
Bitzeny,bitzeny.org,,,,,
Bitzon,bitzon.io,,,,,
Bixtrim,bixtrim.com,,,,,
Bizavest Analytics Platform,bizavest.info,,,,,
Bizi 13,bizi13.com,,,,,
Bizkey,bizkey.io,,,,,
BizShake,bizshake.io,,,,,
Black Insurance,black.insure,,,,,
Blackbox,token.blackboxfoundation.org,,,,,
BlackCoin,blackcoin.org,,,,,
Blackfolio,blackfol.io,,,,,
Blackmoon,blackmoonplatform.com,blackmoon,,,Blackmoon,
Blakecoin,blakecoin.org,,,,,
BLAQ,icoblaq.com,,,,,
BlazeCoin,blazeco.in,blazeco,,,,
BlazerCoin,blazercoin.cf,,,,,
Blend,blendcoins.io,,,,,
Blinked,blinked.live,,,,,
BlitzPredict,blitzpredict.io,blitzpredict,,,BlitzPredict,
Blocform,blocformglobal.io,,,,,
Block array,blockarray.com,block-array,,,Block Array,
Block Broker,blockbroker.me,,,,,
Block Collider,blockcollider.org,,,,,
Block Loan,block.loan,,,,,
Block Sports,blocksports.com,,,,,
Block Web,blockwebico.com,,,,,
Block-chain.com,Block-chain,block-chain-com,,,Block-Chain.com,
Block66,block66.io,,,,,
BlockAV,blockav.org,,,,,
BlockBank,theblock-bank.com,,,,,
Blockbid,blockbid.io,,,,,
BlockBits,blockbits.io,,,,,
BLOCKCASH,blockcash.co,,,,,
BlockCAT,blockcat.io,blockcat,,,BlockCAT,
BlockCDN,blockcdn.org,blockcdn,,,BlockCDN,
Blockchain Board of Derivatives,bbod.io,,,,,
Blockchain Capital,blockchain.capital,,,,,
Blockchain Email Token,blockchainmailtoken.org,,,,,
Blockchain MD,blockchainmd.io,,,,,
Blockchain Neural System,BNS,,,,,
Blockchain Quotations Index Token,bqi.com,bqi,,,,
Blockchain Taxi,blockchaintaxi.io,,,,,
Blockchain Terminal,bct.io,,,,,
Blockchain Traded Fund,BTF,,,,,
Blockchain.io,blockchain.io,,,,,
BlockClick,blockclick.io,,,,,
Blockcloud,block-cloud.io,,,,,
BlockEx,daxt.io,digital-asset-exchange-token,,,Digital Asset Exchange Token,
BlockFollow,blockfollow.com,,,,,
BlockFood,blockfood.io,,,,,
Blockfreelancer,blockfreelancer.com,,,,,
BlockGrain,blockgrain.io,,,,,
Blockhive,ilp.blockhive.ee,,,,,
Blockkonnect,blockkonnect.com,,,,,
Blocklancer,blocklancer.net,blocklancer,,,Blocklancer,
BlockLicense,blocklicense.io,,,,,
BlockMedx,blockmedx.com,,,,,
BlockMesh,blockmesh.io,blockmesh,,,BlockMesh,
Blocknet,blocknet.co,,,,,
Blocknode,blocknode.tech,,,,,
Blocknubie,blocknubie.io,,,,,
Blockonomics,ico.blockonomics.co,,,,,
Blockpass,blockpass.org,blockpass,,,Blockpass,
Blockpay,blockpay.ch,,,,,
BlockPit,blockpit.io,,,,,
BlockPool,blockpool.io,blockpool,,,Blockpool,
Blockport,blockport.io,blockport,,,Blockport,
BlockRx,blockrx.com,,,,,
Blocksale,blocksale.io,,,,,
Blockscart,blockscart.com,,,,,
Blockshipping GSCP,blockshipping.io,,,,,
Blocksquare,blocksquare.io,,,,,
Blockstack,blockstack.org,,,,,
BlockStarter,blockstarter.tech,,,,,
BlockStorage,blockstorage.io,,,,,
Blocktix,blocktix.io,blocktix,,,Blocktix,
Blocktrade,blocktrade.com,,,,,
Blocktrade Token,,blocktrade-token,,,,
BlockV,blockv.io,blockv,,,BLOCKv,
Blockvest,blockvestico.io,,,,,
Blocnation,blocnation.io,,,,,
BlocVehicle,ico.blocvehicle.com,,,,,
Blocxs,blocxs.com,,,,,
Blok,blok.network,,,,,
BlokBiz,blokbiz.io,,,,,
BlooCYS,bloocys.com,,,,,
Bloom,bloom.co,bloomtoken,,,Bloom,
BloomX,bx8.io,,,,,
BLOOMZED,bloomzed.io,,,,,
Bloquid,bloquid.org,,,,,
Blox,blox.io,,,,,
Bloxia,bloxia.com,,,,,
BloXroute,bloxroute.com,,,,,
Blue One Coin,blueone.io,,,,,
Blue Protocol,blueprotocol.com,blueprotocol,,,,
Blue Whale,bluewhale.foundation,blue-whale-token,,,Blue Whale Token,
BlueCoin,bluecoin.io,,,,,
BlueGold,bluegold.io,,,,,
Blupass,blupass.co,,,,,
Bluzelle,bluzelle.com,bluzelle,,,Bluzelle,
BM Tokens,bmtokens.com,,,,,
BMarkt,bmarkt.io,,,,,
BMChain,bmchain.io,,,,,
BmyBit,bmybit.com,,,,,
BnrtxCoin,bnrtx.com,bnrtx,,,,
Boardroom,boardroom.to,,,,,
BOAT,boatcoin.net,boatcoin,,,,
BoatPilot,boatpilot.io,,,,,
Bob's Repair,bobsrepair.com,bobs-repair,,,Bob&#39;s Repair,
Bodhi,bodhi.network,bodhi,,,Bodhi,
Bolenum,bolenum.com,bolenum,,,Bolenum,
Bolivarcoin,bolicoin.com,bolicoin,,,,
Bolt,bolt-token.global,,,,,
BolttCoin,bolttcoin.io,,,,,
Bonafi,bonafi.io,,,,,
Bond Film Platform,Bond,,,,,
Bondkick Syndicate,Bondkick,,,,,
Bonkers,bonkers.io,,,,,
Bonpay,bonpay.com,bonpay,,,Bonpay,
Bonum,bonumchain.com,,,,,
Boocash,boocash.org,,,,,
BOOKIRA,bookira.io,,,,,
Boolberry,boolberry.com,,,,,
Boomstarter.Network,Boomstarter,,,,,
Boon.Tech,boon.vc,,,,,
BOONSCoin,boonscoin.com,,,,,
BoostCoin,myboost.io,myboost,,,,
Boosteroid,ico.boosteroid.com,,,,,
BOOSTO,boosto.io,,,,,
Bopti,bopti.io,,,,,
Borg DAO,icolistrating.com,,,,,
Borneo,ico.borneofirst.com,,,,,
Börser,borser.cr,,,,,
BOScoin,boscoin.io,boscoin,,,BOScoin,
BotChain,botchain.talla.com,,,,,
BotGaming,botgaming.me,,,,,
Bottos,bottos.org,bottos,,,Bottos,
Bottr,bottr.me,,,,,
Boule,boule.one,,,,,
Bouncy,bouncycoin.com,,,,,
Bountie,bountie.io,,,,,
Bounty Angels,bountyangels.com,,,,,
Bounty Hunter,bountyhunter.club,,,,,
Bounty0x,bounty0x.io,bounty0x,,,Bounty0x,
BOUTSPRO,bouts.pro,boutspro,,,BoutsPro,
Bowhead Health,Bowhead,,,,,
BowsCoin,,,,,,
BOX Token,,box-token,,,,
Box2Table,ico.box2table.com,,,,,
BOXX Token [Blockparty],goblockparty.com,goblockparty,,,,
Bpay,bpay.io,,,,,
BQT,bqt.io,,,,,
BR11,br11.io,,,,,
Brahma OS,brahmaos.io,BrahmaOS,,,BrahmaOS,
Brain Space,brain-space.io,,,,,
BrainerZ,brainerz.io,,,,,
Branche,digitalescrowservices.com,,,,,
BRAVO Pay,bvo.trybravo.com,,,,,
Bravocoin,bravocoin.io,,,,,
Bread,token.breadapp.com,bread,,,Bread,
Breeze Coin,Breeze,,,,,
BREM,bremtoken.io,,,,,
BriaCoin,briacoin.com,,,,,
Briastorm,briastorm.io,,,,,
BricBit,bricbit.com,,,,,
Brick,thebrick.io,,,,,
Brickblock,brickblock.io,brickblock,,,Brickblock,
Brickchain,brickchaininvestments.io,,,,,
BrickEX,brickex.io,,,,,
Bridge Protocol,bridgeprotocol.io,bridge-protocol,,,Bridge Protocol,
BridgeCoin,crypto-bridge.org,crypto-bridge,,,,
BridgeX Network,bridgex.network,,,,,
BrikBit,brikbit.io,,,,,
Brisk Pass,briskpass.com,,,,,
BritCoin,britcoin.xyz,,,,,
Brixby,brixby.io,,,,,
BroFistCoin,brofist-coin.com,,,,,
BrokerNekoNetwork,brokerneko.com,brokerneko,,,,
Bronix,bronix.io,,,,,
BROTHER,bro-consortium.io,bro-consortium,,,,
Brotherly,brotherlylend.com,,,,,
Browsers Lab,browserslab.com,,,,,
Brunocoin,brunocoin.io,,,,,
Bryllite,bryllite.com,,,,,
BSB Coin,bsbcoin.net,,,,,
BT2 [CST],bitfinex.com,bitfinex,,,,
BTC-Green,btcgreen.co,,,,,
BTCMoon,btcmoon.info,,,,,
BTCsearch,btcsearch.net,,,,,
BTCtalkcoin,,,,,,
BTCWALL,btcwall.io,,,,,
BTRiC,btric.org,,,,,
BTU Protocol,btu-protocol.com,,,,,
Bubble,,,,,,
Bubbled,bubbled.io,,,,,
BubbleTone,bubbletone.io,,,,,
Bucket,token.buckettechnologies.com,,,,,
Bucky,buckycoin.io,,,,,
Budbo,budbo.io,budbo,,,Budbo,
BuddToken,buddtoken.com,,,,,
Buddy,token.buddy.works,,,,,
BUFF,buff.game,,,,,
Buggyra Coin Zero,,buggyra-coin-zero,,,,
Bugis,bugis.network,,,,,
Buglab,buglab.io,,,,,
Bugu,bugu.network,,,,,
BUILDCoin,buildcash.com,,,,,
Builderium,builderium.io,,,,,
Bulleon,bulleon.io,,,,,
Bullion,bullion.one,,,,,
Bulltoken,bulltoken.tech,,,,,
Bulwark,bulwarkcrypto.com,bulwarkcrypto,,,,
BumbaCoin,bumbacoin.com,,,,,
BUMO,bumo.io,BUMO,,,BUMO,
BunnyCoin,bunnycoin.org,,,,,
BunnyToken,bunnytoken.com,BunnyToken,,,BunnyToken,
Bunzola,bunzola.com,,,,,
BuratinoBS,buratino.io,,,,,
BURN COIN,burncoin.co,,,,,
BURON,buron.io,,,,,
Burst,burst-coin.org,burst-coin,,,,
Buying.com,Buying,,,,,
Buzcoin,buzcoin.io,,,,,
BuzzCoin,buzzcoin.info,,,,,
BuzzShow,buzzshow.com,,,,,
BWEX,bwex.co,,,,,
BX.BET,bx.bet,,,,,
Bxtcoin,bxtcoin.io,,,,,
Byeshares,byeshares.com,,,,,
Byteball,byteball.org,byteball,,,Byteball Bytes,
ByteBet,byte.bet,,,,,
Bytecent,bytecent.com,,,,,
Bytecoin,bytecoin.org,bytecoin-bcn,,,,
Bytemine,bytemine.io,,,,,
ByTheWay,bytheway.app,,,,,
Bytom,bytom.io,bytom,,,Bytom,
BZx,b0x.network,,,,,
C-Bit,c-bit.me,,,,,
C2C System,c2c.global,c2c,,,,
C3,cryptocreditcard.io,,,,,
C3C.Network,C3C,,,,,
Cabbage,cabbage.tech,,,,,
Cacao Shares,cacaoshares.com,,,,,
Cache,getcache.io,,,,,
CacheCoin,cachecoin.cc,,,,,
CADS,cryptoadsolution.com,,,,,
Caerus Connections,caerusconnections.io,,,,,
CafeCoin,cafe-coin.com,,,,,
CAHrenheit,cah.world,,,,,
Cajutel Sarl,cajutel.gw,,,,,
Californium,californium.info,,,,,
Callback Plus,callback.plus,,,,,
Callisto Network,callisto.network,callisto,,,,
Caloriecoin,calorieco.in,,,,,
CamOnRoad,camonroad.com,,,,,
CampusCoin,campuscoinproject.org,campuscoinproject,,,,
CamX,camx.io,,,,,
Canabio,canabio.net,,,,,
CANADA (Ian Balina`s code name),No data,,,,,
Canada eCoin,canadaecoin.ca,canadaecoin,,,,
Candy,candy.one,,,,,
Canlead,canlead.io,,,,,
CannabisCoin,cannabiscoin.net,,,,,
Cannabisfarm.io,cannabisfarm.io,,,,,
Cannabium,cannabium.co,,,,,
CannaCoin,cannacoin.tech,,,,,
CannaSOS Perkscoin Token,cannasos.com,,,,,
Cannation,cannationcoin.com,cannationcoin,,,,
CannAvenue,cannavenuegroup.com,,,,,
CanonChain,canonchain.com,,,,,
CanYa,canya.io,canyacoin,,,CanYaCoin,
Capdax,capdax.com,,,,,
Capin Coin,capincoin.co,,,,,
Capital Technologies & Research,mycapitalco.in,,,,,
Cappasity,ico.cappasity.com,cappasity,ARToken,,Cappasity,
Capricoin,capricoin.org,,,,,
CAPVERTO,capverto.com,,,,,
CAR Project,carproject.io,,,,,
Carats.io,carats.io,currencies/carat,,,CARAT,
CarBlock,carblock.io,carblock,,,CarBlock,
Carblox,carblox.io,,,,,
Carbon Money,carbon.money,,,,,
Carboncoin,carboncoin.cc,,,,,
Carboneum,carboneum.io,Carboneum [C8] Token,,,Carboneum [C8] Token,
CARCO,carcohub.com,,,,,
Cardano,cardano.org,cardano,,,Cardano,
Cardium,cardium.world,,,,,
Cardonio,cardonio.com,,,,,
Cardstack,cardstack.com,cardstack,,,Cardstack,
Carebit,carebit.org,,,,,
CareerChain,careerchain.com,,,,,
CareerXon,careerxon.com,,,,,
CAREONCHAIN,careonchain.io,,,,,
CareX,carex.tech,,,,,
CargoCoin,thecargocoin.com,,,,,
CargoConX,cargoconx.net,,,,,
CargoX,cargox.io,cargox,,,CargoX,
CariNet,carinet.io,,,,,
CariOS,carios.org,,,,,
Carlive Chain,carlive.io,carlive,,,,
Carmel,carmel.io,,,,,
CarriageCoin,xisglobal.co,,,,,
Carry Protocol,carryprotocol.io,,,,,
CarTaxi,cartaxi.io,cartaxi-token,,,CarTaxi Token,
Cartel,cartelcoin.io,,,,,
Cartesi,cartesi.io,,,,,
Cartographeum,cartographeum.com,,,,,
CarVDB,carvdb.com,,,,,
CarVertical,carvertical.com,carvertical,,,carVertical,
Casagram,casagram.net,,,,,
Cash Poker,cashpokerpro.io,,,,,
Cashaa,cashaa.com,cashaa,,,Cashaa,
CashBag,tokensale.cashbag.co,,,,,
Cashbery Coin,cashberycoin.com,cashberycoin,,,,
CashBet,coin.cashbet.com,cashbet-coin,,,CashBet Coin,
Cashcoin,cashcoin.cash,,,,,
Cashwolf,ico-cashwolf.de,,,,,
CasinoCoin,casinocoin.org,,,,,
CASPER,casperproject.io,,,,,
Caspian,caspian.tech,,,,,
Castle,projectcastle.tech,projectcastle,,,,
Catcoin,catcoins.org,catcoins,,,,
Catholic Coin,catholiccoins.org,,,,,
CatoCoin,catocoin.net,,,,,
Caviar,caviar.io,,,,,
Cazcoin,cazcoin.io,,,,,
CBDoken,cbdoken.com,,,,,
CCA,cylinders.io,,,,,
CCCoin LLC,cccoin.io,,,,,
CCET Project,CCET,,,,,
CCINT,ccint.io,,,,,
Ccore,ccore.io,ccore,,,Ccore,
CDRX,cdrx.io,,,,,
Cederis,cederis.io,,,,,
CEDEX,cedex.com,cedex-coin,,,CEDEX Coin,
CEEK VR,ceek.io,ceek-vr,,,CEEK VR,
Celer Network,celer.network,,,,,
Celes Chain,celeschain.io,,,,,
Celestial Coin,Celestial,,,,,
CellBlocks,cellblocks.io,,,,,
Celo,celo.org,,,,,
Celsius,celsius.network,,,,,
Centareum,centareum.io,,,,,
Centaure,centaure.io,centaure,,,Centaure,
Centive,centive.org,,,,,
Centra Tech,centra.tech,,,,,
Centrality,centrality.ai,,,,,
Centurion,centurionlab.org,centurionlab,,,,
Cereal,cereal.cryptonomos.com,,,,,
CertiK,certik.org,,,,,
Certore,certore.com,,,,,
Cewnote,cewnote.com,,,,,
Ceybit,ceybit.net,,,,,
Ceyron,ceyron.io,,,,,
CFACOIN,cfacoin.io,,,,,
CFighters,cfighters.com,,,,,
CFRS,cf.rs,,,,,
CFun,cfunproject.com,cfun,,,CFun,
CGCX,cgcx.io,,,,,
CGS,cgs.vote,,,,,
Chain ID,chain-id.org,,,,,
Chain of Things,chainofthings.com,,,,,
Chain Works,ichainworks.com,,,,,
ChainCoin,chaincoin.org,,,,,
Chainium,weown.com,own,Owndata,,Own,
ChainLink,smartcontract.com,chainlink,,,Chainlink,
ChainRepublik,chainrepublik.io,,,,,
Chainspace,chainspace.io,,,,,
ChainTrade,chaintrade.net,,,,,
ChainZilla.io,ChainZilla,,,,,
ChanCoin,chancoin.org,,,,,
Change Bank,getchange.com,change,,,Change,
Change Chain,changechain.net,,,,,
Chanjinn,chanjinn.com,,,,,
Charg Coin,charg.io,,,,,
Charitize.click,charitize.click,,,,,
CharityProject,charityproject-cry.com,,,,,
CharitySPACE,charityspace.net,,,,,
ChatCoin,openchat.co,openchat,,,,
Chatello App,chatello.com,,,,,
Cheapcoin,,,,,,
CheckCar,check-car.io,,,,,
CheckitsReal,checkitsreal.io,,,,,
Chelle Coin,chellecoin.com,,,,,
Cher Ecocity,ecocity.io,,,,,
Cherepovets pipe-rolling plant,zavodcoin.com,,,,,
CHERR.IO,cherr.io,,,,,
ChessCoin,chesscoincommunity.com,chesscoincommunity,,,,
CHEX,,chex,,,,
Chia,chia.net,,,,,
CHIPS,,,,,,
Choicemining,choicemining.com,,,,,
Chozun,chozun.com,,,,,
Christ Coins,christcoins.io,,,,,
ChromaWay (Chromapolis),chromaway.com,,,,,
ChronoBank,chronobank.io,chronobank,,,Chronobank,
ChronoBase,chronobase.io,,,,,
ChronoLogic,chronologic.network,chronologic,,,Chronologic,
CHRYSOS,chrysoscoin.com,,,,,
CHUBEX,chubex.io,,,,,
Chynge,chynge.net,,,,,
CI Chain,cellintel.io,,,,,
Cibus,cibus.world,,,,,
Cindicator,cindicator.com,cindicator,,,Cindicator,
CINDX,cindx.io,,,,,
Cine,tokencine.com,,,,,
CinemaWell.com,cinemawell.com,,,,,
CIRCLE,circlenet.io,,,,,
Circle.one,circle.one,,,,,
Circleflowstoken,circleflowstoken.com,,,,,
Circles,circlesproject.io,,,,,
Circuits of Value,cov.al,cov,,,,
Citadel,citadelplatform.io,citadelplatform,,,,
CitiCash,citicash.io,,,,,
Citicoin,citifymarketplace.com,,,,,
Citizen Health,citizenhealth.io,,,,,
Citowise,ico.citowise.com,,,,,
Civic,civic.com,civic,,,Civic,
CIVIL,civil.co,,,,,
CJs,,cjs,,,,
CK USD,,,,,,
Clairety Inc.,Clairety,,,,,
Clams,clamcoin.org,clamcoin,,,,
Clarity Project,Clarity,,,,,
Clash&GO,ico.clashgo.com,,,,,
ClassyCoin,classycoin.io,,,,,
ClearAid,clearaid.org,,,,,
ClearCoin,clearcoin.co,clearcoin,,,ClearCoin,
Clearcost,clearcost.io,,,,,
ClearPoll,clearpoll.com,clearpoll,,,ClearPoll,
Clears,clea.rs,,,,,
ClickableTV,clickabletv.io,,,,,
ClickAuto,clickauto.info,,,,,
ClickGem,clickgem.com,,,,,
Clickle,clickle.de,,,,,
Climatecoin,climatecoin.io,,,,,
Clinicoin,clinicoin.io,,,,,
ClinTex,clintex.io,,,,,
Clipper Coin,clippercoin.com,clippercoin,,,,
CloakCoin,cloakcoin.com,,,,,
Cloe,cloecoin.io,,,,,
Close Cross,closecross.com,,,,,
Cloud,cloudwith.me,cloudwith,,,Cloud,
Cloud Token,token.cloudwith.me,cloud,,,,
CloudBounce,cloudbounce.com,,,,,
Cloudbric,cloudbric.io,,,,,
CloudMoolah,cloudmoolah.io,,,,,
Clout,clout.io,,,,,
Clovyr,clovyr.io,,,,,
ClubCoin,clubcoin.co,,,,,
CMBT,cmbusinesstoken.com,,,,,
CMITCOIN,cmitcoin.comen,cmitcoin,,,CMITCOIN,
